OBJECTID_1,FID,OBJECTID,bd,id,Tipo,Fecha,Detonante,DetonanDes,Fuente,Subregion,Municipio,Pueblo,Sitio,Incertidum,Norte,Este,Fallecidos,Economicas,Notas
90,"88","90",ant,"7452",Landslide,2001/09/27 00:00:00.000,Unknown,Desconocida - No reportada,Bomberos La Estrella,Valle de Aburrá,La Estrella,,Vereda la Culebra,High,6.123361000000000,-75.642774000000003,"0","0",Obstruyo vía(DI6Author : JDC)(DI6Date : 2003/06/27)
91,"89","91",ant,"7453",Landslide,2001/09/27 00:00:00.000,Unknown,Desconocida - No reportada,Bomberos La Estrella,Valle de Aburrá,La Estrella,,Vereda la Montañita,High,6.165887000000000,-75.653695999999997,"0","0",(di6author : jdc)(di6date : 2003/06/27)
92,"90","92",ant,"7454",Landslide,2001/11/02 00:00:00.000,Unknown,Desconocida - No reportada,Bomberos La Estrella,Valle de Aburrá,La Estrella,,Alto de la Virgen,High,6.151145000000000,-75.636623000000000,"0","0",(di6author : jdc)(di6date : 2003/06/27)
93,"91","93",ant,"7455",Landslide,2001/11/17 00:00:00.000,Unknown,Desconocida - No reportada,Bomberos La Estrella,Valle de Aburrá,La Estrella,,Barrio San Miguel,High,6.120897000000000,-75.642326999999995,"0","0",(di6author : jdc)(di6date : 2003/06/27)
94,"92","94",ant,"7554",Landslide,2002/04/20 00:00:00.000,Unknown,Desconocida - No reportada,Bomberos La Estrella,Valle de Aburrá,La Estrella,,"Variante a Caldas; Km 3",High,6.115450000000000,-75.629964999999999,"0","0",(di6author : jdc)(di6date : 2003/06/27)
95,"93","95",ant,"7557",Landslide,2002/04/16 00:00:00.000,Unknown,Desconocida - No reportada,Bomberos La Estrella,Valle de Aburrá,La Estrella,,No Especificado,High,6.151145000000000,-75.636623000000000,"0","0",(di6author : jdc)(di6date : 2003/06/27)
96,"94","96",ant,"7564",Landslide,2002/06/06 00:00:00.000,Unknown,Desconocida - No reportada,Bomberos La Estrella,Valle de Aburrá,La Estrella,,Barrio Bellos Aires,High,6.151145000000000,-75.636623000000000,"0","0",(di6author : jdc)(di6date : 2003/06/27)
97,"95","97",ant,"7660",Landslide,2004/10/16 00:00:00.000,Unknown,Otra causa,Periodico El Colombiano,Valle de Aburrá,La Estrella,,"Barrio Sierra Morena; 5 barrios Afectados",High,6.133806000000000,-75.635919999999999,"0","0","Periodico el colombiano 2004/10/18. q; la bermejala cayo el puente. bario la inmaculada q. la virgen; san cayetano ii.(DI6Author : MIT)(DI6Date : 2004/12)"
98,"96","98",ant,"7688",Landslide,2005/10/16 00:00:00.000,Rainfall,Deslizamiento - Altas precipitaciones y deslizamientos,El Mundo,Valle de Aburrá,La Estrella,,Norte del Municipio de la Estrella,High,6.160964000000000,-75.636831000000001,"0","250",(di6author : j. vanegas)(di6date : marzo 1 2006)
99,"97","99",ant,"7716",Landslide,2006/01/10 00:00:00.000,Rainfall,Lluvias - Deslizamiento que afectó varias viviendas,El Mundo,Valle de Aburrá,La Estrella,,Sector la Sagrada Familia,High,6.151145000000000,-75.636623000000000,"0","0",(di6author : julieta g)(di6date : enero 20/06)
100,"98","100",ant,"7717",Landslide,2006/01/10 00:00:00.000,Rainfall,Lluvias - Deslizamiento que afectó 1 vivienda,El Mundo Enero 17/06,Valle de Aburrá,La Estrella,,Sector tierra Amarilla,High,6.152406000000000,-75.654408000000004,"0","0",(di6author : julieta g)(di6date : enero 20/06)
101,"99","101",ant,"7720",Landslide,2006/01/10 00:00:00.000,Rainfall,Inundación - Deslizamiento que generó obstrucción de vía rural e infraest,Periódico El Mundo Enero 17/06,Valle de Aburrá,La Estrella,,,High,6.151145000000000,-75.636623000000000,"0","0",(di6author : julieta g)(di6date : enero 20/06)
102,"100","102",ant,"7883",Landslide,2012/12/04 00:00:00.000,Rainfall,Lluvias,Noticias Caracol - Página Web,Valle de Aburrá,La Estrella,,Sector Himalaya,High,6.151678000000000,-75.636673999999999,"0","12",
103,"101","103",ant,"7562",Landslide,2002/06/01 00:00:00.000,Unknown,Desconocida - No reportada,Bomberos La Estrella,Valle de Aburrá,La Estrella,El Dorado,Barrio el Dorado,Mid,6.155644000000000,-75.641533999999993,"0","0",(di6author : jdc)(di6date : 2003/06/27)
104,"102","104",ant,"7563",Landslide,2002/06/05 00:00:00.000,Unknown,Desconocida - No reportada,Bomberos La Estrella,Valle de Aburrá,La Estrella,El Dorado,"Variante a Caldas; Km 4",Mid,6.155644000000000,-75.641533999999993,"0","0",(di6author : jdc)(di6date : 2003/06/27)
105,"103","105",ant,"8200",Landslide,2020/12/24 00:00:00.000,Rainfall,,El Colombiano,Valle de Aburrá,Itagüí,El Ajisal,El Pesebre,mid,6.188000000000000,-75.608000000000004,"0",,"-"
106,"104","106",ant,"1321",Landslide,2006/12/07 00:00:00.000,Rainfall,Lluvias - Deslizamiento de terreno con destruccion de viviendas,Subsecretario de Gobierno,Valle de Aburrá,Itagüi,El Ajisal,Ajizal parte alta,Mid,6.188964000000000,-75.610624999999999,"0","20",(di6author : bcc di6date : 2007/01/15)
107,"105","107",ant,"1374",Landslide,2007/10/10 00:00:00.000,Unknown,Deslizamiento,Administración Municipal,Valle de Aburrá,Itagüi,El Ajisal,El Pesebre y Los Sanchez,Mid,6.188964000000000,-75.610624999999999,"0","29",Se hace necesario reubicar a todos los afectados (di6author : bcc di6date : 2007/10/25)
108,"106","108",ant,"3374",Landslide,1984/11/29 00:00:00.000,Unknown,Desconocida,Bomberos Medellín,Valle de Aburrá,Itaguí,El Tablazo,Calle 69 con Cra 56.,Mid,6.183100000000000,-75.608441999999997,"0","0",Se evacuaron cinco casas.(DI6Author : RS)(DI6Date : 06/02/03)
109,"107","109",ant,"6778",Landslide,1999/05/20 00:00:00.000,Anthropic,Error humano - Rotura del tubo madre de eepp,Cuerpo de Bomberos de Itaguí,Valle de Aburrá,Itaguí,Calatrava,Cr 58 # 65 - 19,Mid,6.181890000000000,-75.611351999999997,"0","0",(di6author : rsb)(di6date : 5/6/01)
110,"108","110",ant,"5892",Landslide,1996/05/11 00:00:00.000,Rainfall,Lluvias,Bomberos Medellín,Valle de Aburrá,Itaguí,Santa María Nº1,Cra. 53 entre Calles 70 y 70A (Sector el Guayabo),Mid,6.185600000000000,-75.605531999999997,"0","0",(di6author : rs)(di6date : 4/02/03)
111,"109","111",ant,"7057",Landslide,2000/03/17 00:00:00.000,Anthropic,Error humano,Bomberos Itagüí,Valle de Aburrá,Itaguí,Santa María Nº1,Cl 70A Nº52D-36,Mid,6.185600000000000,-75.605531999999997,"0","0",(di6author : jdc)(di6date : 2003/06/27)
112,"110","112",ant,"5754",Landslide,1995/05/29 00:00:00.000,Unknown,Deslizamiento - Un deslizamiento se vino sobre la quebrada Cañaveralejo,Bomberos Medellín,Valle de Aburrá,Sabaneta,Cañaveralejo,Calle 78 C Sur con Cra.45,Mid,6.139963000000000,-75.621494999999996,"0","0",(di6author : rs)(di6date : 18/02/03)
113,"111","113",ant,"1181",Landslide,2004/11/22 00:00:00.000,Rainfall,Lluvias - Deslizamiento de terrenos con destruccion parcial de viviend,Noticiero Teleantioqiua,Valle de Aburrá,Sabaneta,,Sector San Isidro,High,6.140808000000000,-75.607939999999999,"1","4",El clopad no ha reportado oficialmente el evento sucedido al dapard (DI6Author : DI6Date : )
114,"112","114",ant,"1712",Landslide,2010/11/02 00:00:00.000,Rainfall,Vendaval,R 286930,Valle de Aburrá,Sabaneta,,"San Isidro, San Jose, Cañaveralejo",High,6.140808000000000,-75.607939999999999,"0","140",
115,"113","115",ant,"2909",Landslide,1982/05/10 00:00:00.000,Unknown,Otra causa,Ingeominas,Valle de Aburrá,Sabaneta,,6'5118 - 75'4827,High,6.150486000000000,-75.616878999999997,"0","0",Se desconoce la causa
116,"114","116",ant,"3213",Landslide,1984/07/13 00:00:00.000,Unknown,Desconocida,Bomberos Medellín,Valle de Aburrá,Sabaneta,,Loma las Flores.,High,6.150486000000000,-75.616878999999997,"0","0",(di6author : rs)(di6date : 2003/01/14)
117,"115","117",ant,"4890",Landslide,1990/03/28 00:00:00.000,Rainfall,Lluvias,El Colombiano,Valle de Aburrá,Sabaneta,,Parte de quebrada la Doctora,High,6.144621000000000,-75.616476000000006,"0","0",(di6date : 27/09/02)
118,"116","118",ant,"5678",Landslide,1995/06/06 00:00:00.000,Unknown,Desconocida,Bomberos Medellín,Valle de Aburrá,Sabaneta,,"Calle 50 C Sur con Cra 42 B; barrio Alto de Flores",High,6.159208000000000,-75.602950000000007,"0","0",(di6author : rs)(di6date : 19/02/03)
119,"117","119",ant,"5813",Landslide,1995/06/06 00:00:00.000,Rainfall,Lluvias - Lluvias torrenciales,El Colombiano,Valle de Aburrá,Sabaneta,,Cra 43 con 50A Sur,High,6.158913000000000,-75.602104999999995,"0","0",Se cayó un muro de un costado de la casa. nota1: la noticia de la cual se saca la información para esta ficha se encuentra en el periódico de el colombiano del 8 de junio de 1995.(di6date : 29/9/02)
120,"118","120",ant,"6366",Landslide,1998/09/12 00:00:00.000,Unknown,Desconocida,Bomberos de Sabaneta,Valle de Aburrá,Sabaneta,,Vereda la Doctora,High,6.129923000000000,-75.602511000000007,"0","0","Notas: - el deslizamiento afectó una malla y un muro; ademas de afectar una vía. - comunicó de esto bomberos envigado(di6author : rsb)(di6date : 15/11/01)"
121,"119","121",ant,"6368",Landslide,1998/11/13 00:00:00.000,Unknown,Desconocida,Bomberos de Sabaneta,Valle de Aburrá,Sabaneta,,"Vereda Pan de Azucar; por Los Lados del 2º Telefono; *",High,6.139848000000000,-75.628193999999993,"0","0","* entrando por la variante de caldas. nota: despues del deslizamiento; bomberos sabaneta observaron que 3 viviendas estaban en riesgo.(di6author : rsb)(di6date : 15/11/01)"
122,"120","122",ant,"6663",Landslide,1999/06/04 00:00:00.000,Unknown,Desconocida,Bomberos de Sabaneta,Valle de Aburrá,Sabaneta,,Vereda Cañaveralejo,High,6.137500000000000,-75.622026000000005,"0","0",(di6author : rsb)(di6date : 22/11/01)
123,"121","123",ant,"6665",Landslide,1999/06/05 00:00:00.000,Unknown,Desconocida,Bomberos de Sabaneta,Valle de Aburrá,Sabaneta,,Vereda la Romera,High,6.144786000000000,-75.615516999999997,"0","0","Reportó sobre la situación; secretaría de gobierno. en la parte de abajo del deslizamiento se encuentra una urbanización(di6author : rsb)(di6date : 28/11/01)"
124,"122","124",ant,"6668",Landslide,1999/06/11 00:00:00.000,Unknown,Desconocida,Bomberos de Sabaneta,Valle de Aburrá,Sabaneta,,Vereda las Lomitas,High,6.146182000000000,-75.604083000000003,"0","0",Sin perdidas que lamentar. la atención a este evento fue de 2 horas y media aproximadamente.(di6author : rsb)(di6date : 28/11/01)
125,"123","125",ant,"6669",Landslide,1999/06/04 00:00:00.000,Unknown,Desconocida - El deslizamiento represó una quebrada y luego esta se,Bomberos de Sabaneta,Valle de Aburrá,Sabaneta,,"Sector de Fuente Clara; Vereda la Doctora",High,6.141691000000000,-75.619005999999999,"0","0","* volvio una avalancha. el deslizamiento es de gran magnitud y parte de este se vino sobre el cauce de una quebrada y la está represando; causa por la cual se convirtió en avalancha.(di6author : rsb)(di6date : 22/11/01)"
126,"124","126",ant,"6672",Landslide,1999/06/23 00:00:00.000,Unknown,Desconocida,Bomberos de Sabaneta,Valle de Aburrá,Sabaneta,,Vereda las Lomitas,High,6.146182000000000,-75.604083000000003,"0","0",La acción duró aproximadamente 2 horas.(di6author : rsb)(di6date : 28/11/01)
127,"125","127",ant,"6676",Landslide,1999/11/24 00:00:00.000,Unknown,Desconocida,Bomberos de Sabaneta,Valle de Aburrá,Sabaneta,,"En la Romera parte Alta; en la quebrada la Doctora",High,6.144786000000000,-75.615516999999997,"0","0","Se reportaron varios deslizamientos; pero que no están interrumpiendo el cauce de la quebrada.(di6author : rsb)(di6date : 28/11/01)"
128,"126","128",ant,"7126",Landslide,2000/02/16 00:00:00.000,Unknown,Desconocida - No reportada,Bomberos Sabaneta,Valle de Aburrá,Sabaneta,,"Parte Altade la Doctora; Cuadradero de Buses",High,6.135618000000000,-75.609063000000006,"0","0",(di6author : jdc)(di6date : 2003/06/27)
129,"127","129",ant,"7128",Landslide,2000/09/25 00:00:00.000,Unknown,Desconocida - No reportada,Bomberos Sabaneta,Valle de Aburrá,Sabaneta,,Por Bomba de Terpel,High,6.154294000000000,-75.609442999999999,"0","0",(di6author : jdc)(di6date : 2003/06/27)
130,"128","130",ant,"7599",Landslide,2002/06/09 00:00:00.000,Unknown,Desconocida - No reportada,Bomberos Sabaneta,Valle de Aburrá,Sabaneta,,C 56S Nº35-29,High,6.149648000000000,-75.599170000000001,"0","0",(di6author : jdc)(di6date : 2003/06/27)
131,"129","131",ant,"7607",Landslide,2002/04/19 00:00:00.000,Unknown,Desconocida - No reportada,Bomberos Sabaneta,Valle de Aburrá,Sabaneta,,Urbanización María Auxiliadora,High,6.150436000000000,-75.599615000000000,"0","0",(di6author : jdc)(di6date : 2003/06/27)
132,"130","132",ant,"7608",Landslide,2002/04/20 00:00:00.000,Unknown,Desconocida - No reportada,Bomberos Sabaneta,Valle de Aburrá,Sabaneta,,Cl 71S Nº31-38,High,6.150480000000000,-75.615657999999996,"0","0",(di6author : jdc)(di6date : 2003/06/27)
133,"131","133",ant,"7609",Landslide,2002/04/20 00:00:00.000,Unknown,Desconocida - No reportada,Bomberos Sabaneta,Valle de Aburrá,Sabaneta,,K 35 Nº56Bs-125,High,6.149433000000000,-75.599109999999996,"0","0",(di6author : jdc)(di6date : 2003/06/27)
134,"132","134",ant,"7666",Landslide,2004/11/20 00:00:00.000,Rainfall,Lluvias,Periodico El Colombiano,Valle de Aburrá,Sabaneta,,,High,6.150486000000000,-75.616878999999997,"1","0",Periodico el colombiano 2004/11/22(DI6Author : MIT)(DI6Date : 2004/12)
135,"133","135",ant,"7845",Landslide,2008/09/30 00:00:00.000,Rainfall,Vendaval - Se presenta escape de agua y se desprende talud de tierra el,Bomberos Sabaneta,Valle de Aburrá,Sabaneta,,,High,6.150486000000000,-75.616878999999997,"0","0",Deslizamiento de tierra se afecta la comunidad del sector de la paret alta y se tiene una amenaza por las viviendas que hay en la misma parte alata(DI6Author : ALEJANDRA AL)(DI6Date : 2009-06-09)
136,"134","136",ant,"7849",Landslide,2010/07/11 00:00:00.000,Rainfall,Vendaval - Fuertes lluvias durante la ultima semana,El Colombiano,Valle de Aburrá,Sabaneta,,,High,6.150486000000000,-75.616878999999997,"0","85","Se encontraron grietas y multiples evidencias de inestabilidad manifiesta los daños por fuertes aguaceros en sabaneta llevaron a declarar la urgencia manifiesta en san isidro; vereda la doctora; 15 familias evacuadas.(di6author : edier)(di6date : 2010-0"
137,"135","137",ant,"7891",Landslide,2014/06/14 00:00:00.000,Unknown,Deslizamiento - Alta pendiente del talud y falta de estabilización del mismo,Umgrd Sabaneta,Valle de Aburrá,Sabaneta,,Variante a Caldas ingreso Vereda Pan de Azucar entre Empresa,High,6.139148000000000,-75.631923000000000,"0","0",
138,"136","138",ant,"7926",Landslide,2016/10/10 00:00:00.000,Rainfall,Lluvias - En la noche,El Colombiano,Valle de Aburrá,Sabaneta,,Vereda San José,High,6.134599000000000,-75.618205000000003,"0","0",
139,"137","139",ant,"7927",Landslide,2016/10/11 00:00:00.000,Rainfall,Lluvias - Asociado a mal manejo de lleno,El Colombiano,Valle de Aburrá,Sabaneta,,"Torre 5 del Conjunto Residencial la Sabana, Calle 77 Sur # 4",High,6.150486000000000,-75.616878999999997,"0","0",Dejo decubierto columnas y cimientos
140,"138","140",ant,"6677",Landslide,1999/12/17 00:00:00.000,Unknown,Desconocida,Bomberos de Sabaneta,Valle de Aburrá,Sabaneta,Betania,,Mid,6.149913000000000,-75.615932000000001,"0","0","Se tumbó una pestaña de tierra que quedaba floja para prevenir nuevos deslizamientos; algo que no sirvió de mucho porque el mismo dia se vino de nuevo el deslizamiento.(di6author : rsb)(di6date : 28/11/01)"
141,"139","141",ant,"7670",Landslide,2004/09/29 00:00:00.000,Rainfall,Lluvias - Altas lluvias y deslizamiento,Periódico El Mundo,Valle de Aburrá,Sabaneta,Betania,Urbanización Betania,Mid,6.149913000000000,-75.615932000000001,"0","0","No se conocen las pérdidas; no se reporto muertos.(di6author : j. vanegas)(di6date : marzo 1 de 2)"
142,"140","142",ant,"7896",Landslide,2015/04/15 00:00:00.000,Rainfall,El niño - Aumento en las lluvias y falta de mantenimiento de la ptar,Secretaría de Medio Ambiente,Valle de Aburrá,Sabaneta,Las Lomitas,Las Lomitas sector Los Congojos,Mid,6.144643000000000,-75.605307999999994,"0","0",
143,"141","143",ant,"6362",Landslide,1998/04/25 00:00:00.000,Rainfall,Lluvias - Fuerte aguacero,Bomberos de Sabaneta,Valle de Aburrá,Sabaneta,Virgen del Carmen,,Mid,6.158312000000000,-75.606092000000004,"0","0",No hubo daños graves en la vivienda(di6author : rsb)(di6date : 15/11/01)
144,"144","144",ant,"8472",Landslide,,Rainfall,,El Colombiano,Valle de Aburrá,Sabaneta,Barrio Maria Auxiliadora,Conjunto residencial Mirador,Low,6.150000000000000,-75.599000000000004,"0",,"Un deslizamiento de tierra en el sector de María Auxiliadora de Sabaneta afectó dos torres de una unidad residencial del sector, así como la fachada de una de sus viviendas y dos postes de alumbrado público. 28 familias resultaron afectadas, se les r"
145,"142","145",ant,"5409",Landslide,1994/04/24 00:00:00.000,Unknown,Desconocida,Bomberos Medellín,Valle de Aburrá,Sabaneta,María Auxiliadora,Calle 40B 56 Sur-152,Mid,6.154278000000000,-75.603622999999999,"0","0",(di6author : rs)(di6date : 03/02/03)
146,"143","146",ant,"6365",Landslide,1998/05/28 00:00:00.000,Unknown,Desconocida,Bomberos de Sabaneta,Valle de Aburrá,Sabaneta,María Auxiliadora,,Mid,6.154278000000000,-75.603622999999999,"0","0",Nota: el informe está muy pobre en información.(di6author : rsb)(di6date : 15/11/01)
147,"144","147",ant,"6367",Landslide,1998/10/24 00:00:00.000,Unknown,Desconocida,Bomberos de Sabaneta,Valle de Aburrá,Sabaneta,María Auxiliadora,"No Aparece Muy Claro; Ver Observaciones.",Mid,6.154278000000000,-75.603622999999999,"0","0","Fueron varias las casas afectadas por el deslizamiento; entre ellas la # 104 con # 301-20-23 (se tomó la información tal como aparece en el reporte por lo confuso y no ir a confundir mas) nota: este problema se viene presentando desde tiempo atrás.(di"
148,"145","148",ant,"7504",Landslide,2002/04/20 00:00:00.000,Rainfall,Lluvias,Bomberos Envigado,Valle de Aburrá,Envigado,Loma del Barro,Cl 48C Sur Nº 39A-05,Mid,6.157697000000000,-75.598984999999999,"0","0",(di6author : jdc)(di6date : 2003/06/27)
149,"146","149",ant,"7526",Landslide,2002/10/24 00:00:00.000,Unknown,Desconocida - No reportada,Bomberos Envigado,Valle de Aburrá,Envigado,Loma del Barro,Cl 48Cs Nº39-05,Mid,6.244051000000000,-75.561085000000006,"0","0",(di6author : jdc)(di6date : 2003/06/27)
150,"147","150",ant,"6650",Landslide,1999/12/10 00:00:00.000,Unknown,Desconocida,Bomberos de Envigado,Valle de Aburrá,Envigado,El Trianón,Por la Terminal Antigua de Buses Envigado,Mid,6.157538000000000,-75.593164000000002,"0","0",Se observan otras 2 viviendas en alto riesgo además de la vivienda afectada.(di6author : rsb)(di6date : 25/10/01)
151,"148","151",ant,"6651",Landslide,1999/12/11 00:00:00.000,Rainfall,Lluvias - Fuerte aguacero hoy (mismo dia de este reporte),Bomberos de Envigado,Valle de Aburrá,Envigado,El Trianón,Clle 46B Sur Nº 37 - 28,Mid,6.157295000000000,-75.590834000000001,"0","0",Se encuentran otrasviviendas con riesgo.(di6author : rsb)(di6date : 25/10/01)
152,"149","152",ant,"6656",Landslide,1999/12/16 00:00:00.000,Rainfall,Lluvias - Por la fuerte lluvia,Bomberos de Envigado,Valle de Aburrá,Envigado,El Trianón,,Mid,6.157538000000000,-75.593164000000002,"0","0",(di6author : rsb)(di6date : 25/10/01)
